"orf","chr","gene","geneflag","WtMean","MutMean","WtMean2","MutMean2","fold.mut.by.wt","p","p.paired","chr.combimatrix","start","end","strand","chr2","loc","sd.wt","sd.mut","sd.mut.vs.wt.ratio"
"orf19.971","Chr5","SKN7","1",726.003269921902,960.631608327078,854.366876821711,712.483814669383,0.833931925497697,0.631869352381309,0.465909648803313,"Chr5",40891,42570,"W","5",41730.5,511.102773090386,509.956480775883,0.474644512966867
"orf19.2270","Chr2","SMF12/SMF1","1",768.242484526967,1821.25456432064,981.550379178633,1413.26857917439,1.43983295116958,0.379657118383942,0.135933967977839,"Chr2",1460018,1461772,"W","2",1460895,669.889485406684,1035.38283492281,0.753752417567671
"orf19.6031","Chr1","VPS27","1",764.840201465202,1600.89398978215,875.096291591751,1026.21787943695,1.17269138184818,0.336075500968480,0.337131982258641,"Chr1",133937,131412,"C","1",132674.5,215.957257708466,308.921940259608,0.449115724039122
"orf19.1795","Chr4","PUF3","1",259.268030723408,353.313883687869,250.169975234009,233.104879848458,0.916425051714933,0.407763756026482,0.400879944179699,"Chr4",1171174,1173963,"W","4",1172568.5,184.862089351908,60.1282607325374,2.35522763411288
"orf19.6273","Chr1","","1",485.526477146042,955.219053934571,549.13327039166,643.164772700756,1.17123621419265,0.557405788514152,0.577427063124717,"Chr1",1359795,1359472,"C","1",1359633.5,257.849095549893,134.447521091809,0.979868118883348
"orf19.3431","Chr6","MIP1","1",443.527420668883,607.609118427339,460.698247571207,380.108831910701,0.825071147794957,0.644247992618191,0.582579084610472,"Chr6",317782,314096,"C","6",315939,224.140360584705,149.967710348943,0.673682978508065
"orf19.3435","Chr6","","1",905.121794871795,1133.43162393162,1014.29359138046,660.926293547135,0.651612411991689,0.342984705212594,0.132057903358526,"Chr6",298122,297679,"C","6",297900.5,443.415684208056,308.286515122463,0.225620873507290
"orf19.6561","Chr7","LAT1","1",7210.87426900585,16027.3799061575,8800.80021847921,10073.6169199693,1.14462511020504,0.36576552210021,0.208810456349114,"Chr7",352681,354114,"W","7",353397.5,2800.80188458014,2175.25462212962,0.331769705218800
"orf19.4686","Chr4","","1",1041.45832306816,1806.9415814071,1234.38862407268,1150.93584957922,0.932393435206718,0.728283746301061,0.444264502686911,"Chr4",206036,202434,"C","4",204235,454.239292735225,465.19586688967,0.25052728375346
"orf19.5968","Chr3","RDI1","1",1993.80243162395,5178.47463020674,2490.42266021644,3315.58088249002,1.33133260287708,0.394866517718896,0.0607075301141173,"Chr3",1075134,1075745,"W","3",1075439.5,1111.69943258905,1583.19134212975,0.368041413579928
"orf19.3611","Chr2","","1",3712.08182550208,7655.15047063055,4929.68080678276,5425.63187601973,1.10060510785092,0.833389946417389,0.666306784325175,"Chr2",1759144,1759617,"W","2",1759380.5,2356.16660121929,3330.6385704231,0.323103617936063
"orf19.1280","Chr5","SUI1","1",5899.29961916815,10442.4930077977,8481.50494164107,8466.13821276825,0.998188207284138,0.78231272960277,0.289132987608125,"Chr5",912420,912091,"C","5",912255.5,7202.61751352395,9430.0705553873,0.274287254451234
"orf19.896","Chr2","CHK1/HK1","1",676.353445782892,1248.12294685468,753.461135064267,764.881603718347,1.01515734272493,0.847317837126156,0.841005138544509,"Chr2",684059,691474,"W","2",687766.5,174.612963417109,270.579452523735,0.472461836689166
"orf19.1111","Chr5","TAF9","1",669.543079337524,932.473881016644,792.157280363333,674.632932974483,0.85164013472811,0.482098487126178,0.381150465346225,"Chr5",843960,843262,"C","5",843611,303.139577295505,308.187620321965,0.386882607520363
"orf19.4940","Chr1","HIP1","1",315.105377894723,586.122584035243,321.042359826772,400.982009501764,1.24900031795843,0.416502343431657,0.383297180173584,"Chr1",2868458,2866779,"C","1",2867618.5,248.659015586849,265.719766967941,14.2912419736701
"orf19.2820","ChrR","NUP57","1",1003.30144543113,1990.79177718833,1183.59973234195,1335.3585390423,1.12821801370306,0.658166410590484,0.415697791679538,"ChrR",583789,582059,"C","R",582924,646.80006254337,708.808034619852,0.462465646637452
"orf19.1691","Chr3","@","1",2041.72981778342,2936.96568446896,2384.25201384513,1699.90152527241,0.712970573329179,0.543071910095673,0.00212169305104239,"Chr3",335880,336467,"W","3",336173.5,1784.6953840298,1233.59155606049,0.101899646893467
"orf19.398","Chr1","","1",319.762820512820,445.997789566755,343.156903987796,295.202412271938,0.86025491208662,0.743459751655594,0.754115027335827,"Chr1",1867970,1868443,"W","1",1868206.5,276.717605942339,47.1472571322785,4.09408803415127
"orf19.2471","Chr1","GIM5","1",552.78142419175,1157.14234087860,628.591341606429,688.554340164254,1.09539265750079,0.706545613629016,0.559097179920154,"Chr1",1211921,1212397,"W","1",1212159,495.739323523595,525.889621087651,2.51825617431821
"orf19.3237","ChrR","UFD4","1",976.315973537956,1973.59306816372,1128.95956717485,1236.96312139303,1.09566645020640,0.579678989706879,0.404975655787921,"Chr2",269865,275000,"W","R",272432.5,268.312885613935,334.391563663855,0.266464723180227
"orf19.7421","Chr3","CYP5","1",5321.62968996271,14244.6605599022,6869.97253837584,9047.40691759495,1.31694950264443,0.60615339812528,0.189580820519436,"Chr3",1455497,1454886,"C","3",1455191.5,3912.13558165746,5997.7316842715,0.479977347001499
"orf19.7544","ChrR","CTA2","1",2283.89218611848,5130.38019285615,3002.48471588143,3323.10172236592,1.10678389294993,0.466699164534801,0.49583665791514,"ChrR",9111,9863,"W","R",9487,976.814095429595,759.63749310313,0.5407079327568
"orf19.3761","Chr1","CDC54","1",783.595956486043,1169.69298245614,857.628440085243,676.402021761485,0.788688889205045,0.342808909607472,0.0446982630981501,"Chr1",2741808,2739070,"C","1",2740439,312.040966462616,337.568326811695,0.237174807860757
"orf19.2090","Chr2","ECM16","1",694.720473096785,1222.63124019802,775.15658760875,721.325700601247,0.93055482225396,0.644795094502066,0.430410847634995,"Chr2",62936,59145,"C","2",61040.5,272.235032614006,358.229901297252,0.334608557946870
"orf19.6759","Chr3","MDS4","1",1366.19949007687,2167.70679960290,1619.93643751683,1354.65064894989,0.836236914965878,0.947244598477212,0.864061934599509,"Chr3",1685253,1687241,"W","3",1686247,1435.13867164762,1153.91144732882,1.14917639098996
"orf19.7257","Chr1","MLH3","1",472.730957311493,786.509354869269,529.12290132766,519.061327803286,0.980984430083961,0.757278904960971,0.76881744658264,"Chr1",3169757,3167847,"C","1",3168802,227.663696446214,83.5698486374029,0.925286088934518
"orf19.3216","Chr5","","1",1219.41052786697,1254.90263041556,1392.60103622627,755.793126789575,0.54272049720547,0.261367186769635,0.0212885883033301,"Chr5",868724,871228,"W","5",869976,1120.68149695892,478.158977798985,0.274748974243951
"orf19.3448","Chr6","","1",2496.96783625731,3831.44114042844,3450.29377700464,2871.11334042359,0.832135906675209,0.698543749855337,0.0475991857302021,"Chr6",272396,272737,"W","6",272566.5,2280.61033090853,2163.02342596751,0.0717957797578121
"orf19.5184","Chr7","PRP20","1",1499.57306991506,2787.17980697212,1720.53524976516,1628.05196451424,0.946247375481824,0.959616198986989,0.847412046478033,"Chr7",596468,597948,"W","7",597208,1429.55384310279,1196.72581213086,0.432375955985144
"orf19.4471","Chr1","","1",335.513799695968,525.776047536286,331.848979220135,330.567414749364,0.996138109347863,0.714216189001315,0.725251306905712,"Chr1",836918,834309,"C","1",835613.5,186.801318282701,110.080785595317,1.55213890991912
"orf19.1809",NA,"FOX2","1",3830.89681390749,4620.96857112942,4490.52716983115,2707.87586465963,0.603019592633141,0.185459721670673,0.00376362513451574,"Chr?",NA,NA,NA,NA,NA,2678.68425257146,1418.20626469759,0.131455005741971
"orf19.831","Chr2","","1",403.580161444726,525.197581154478,418.023944322945,336.977756813754,0.806120705261375,0.378026816875223,0.484033256957633,"Chr2",824582,823065,"C","2",823823.5,147.863652997331,50.6607245450188,0.571730250482132
"orf19.477","ChrR","RRF1","1",983.2602438599,2117.34270440691,1188.38044385743,1408.80681432208,1.1854846834648,0.716803017494185,0.36214172984962,"ChrR",896194,896979,"W","R",896586.5,1022.00566398722,1196.41607663525,1.25539756594619
"orf19.541","ChrR","","1",444.55743509824,1376.71481339290,482.113343130751,841.46756613112,1.74537290477545,0.176681980157347,0.107351693633447,"ChrR",993236,992115,"C","R",992675.5,280.315797318231,483.734315660647,1.69950775221673
"orf19.6038","Chr1","UGA3","1",400.920918842198,572.477021189135,410.647373614915,352.195068233347,0.857658153595348,0.501047130452998,0.510473535451232,"Chr1",115879,114128,"C","1",115003.5,148.462006864610,113.457170312926,0.559998581232049
"orf19.151","Chr2","","1",3225.08780587776,5556.31952844237,4273.25836258122,3460.65771958878,0.809840507162408,0.87944578536315,0.535625027935572,"Chr2",984448,982435,"C","2",983441.5,4773.71453832126,3559.38066798504,0.370945574323189
"orf19.3804","Chr4","","1",488.622139082281,1361.24535843236,545.09340090383,848.406074688072,1.55644165436843,0.0718783041599085,0.154430985411457,"Chr4",1018458,1017691,"C","4",1018074.5,196.746125449177,297.956134148497,1.32591531878783
"orf19.334","Chr3","","1",659.925007851026,1390.42044379295,724.186516968132,811.348769082795,1.12035884412703,0.99088483204553,0.988604135599835,"Chr3",709162,708590,"C","3",708876,236.663068218447,446.716158952666,0.67480236942875
"orf19.6926","Chr3","CSC25/CDC25","1",705.749038267641,1245.08378899282,793.244201388647,787.75645449135,0.993081894720832,0.862507445826698,0.782919314185779,"Chr3",813713,817714,"W","3",815713.5,190.731566635330,251.274287219847,0.251745391081146
"orf19.4801","Chr1","MOD5","1",406.181383498534,624.416558083981,416.034572273555,387.108832362954,0.9304727495301,0.99100940128629,0.989506318420368,"Chr1",2070569,2071966,"W","1",2071267.5,247.932799777067,203.354124937164,1.18220216498861
"orf19.6032","Chr1","SPE1/ODC/ODC1","1",1002.12368952886,2184.29807692308,1140.85888475643,1313.38095667410,1.15122121957660,0.371379521174628,0.278228898887752,"Chr1",130680,129259,"C","1",129969.5,470.246997834722,349.134965374011,0.543331237312758
"orf19.5879","Chr3","AYR2","1",882.644937146811,1496.31049537526,1077.13048520764,1022.44138639107,0.94922704392122,0.987314239715196,0.979783849840919,"Chr3",904474,903581,"C","3",904027.5,483.620922930832,343.690807295599,0.565671059355475
"orf19.6020","Chr1","ATG3","1",449.080240581464,994.220482960274,497.174158274503,669.95182239126,1.34751939786332,0.288583135553321,0.162629481314997,"Chr1",168540,169541,"W","1",169040.5,308.626261107744,325.077376340453,1.37732110842896
"orf19.2250","Chr2","SPE3","1",5727.02119067105,11348.4263896482,7108.74648432525,7088.72282262997,0.99718323592782,0.986965311547259,0.969810495705486,"Chr2",1427905,1428798,"W","2",1428351.5,1535.94189562341,1558.43182092653,0.129476675272914
"orf19.1290","Chr4","XKS2","1",304.441632928475,654.208467538209,305.26688064358,446.047861820343,1.46117345216081,0.208769704218408,0.191448333313671,"Chr4",1154783,1156528,"W","4",1155655.5,184.483917506588,122.044079683936,6.19614208238722
"orf19.7149","Chr7","","1",690.301421380596,1123.20386137903,779.204759841502,714.48202339959,0.916937447282692,0.801058028354942,0.703334345296515,"Chr7",926423,924675,"C","7",925549,317.369630744933,252.430463626305,0.384285104164242
"orf19.6569","Chr7","NUP2","1",247.279256662877,350.966138153451,216.727737013964,217.456583411845,0.969687149285751,0.496310704561051,0.489240406988275,"Chr7",339886,338750,"C","7",339318,105.244973146342,94.574605621814,0.701523041233052
"orf19.2585","ChrR","","1",205.839743589744,274.833824315912,180.526787034407,179.689364081376,0.913481522277497,0.540638214499136,0.560783086287824,"ChrR",419558,418968,"C","R",419263,19.8790686200162,38.3240727128883,0.0306215214384007
"orf19.5859","Chr3","DAL8","1",248.810503823662,387.239249549363,227.407506976973,246.694329489877,1.08189453796839,0.358016736800233,0.380620465281570,"Chr3",867162,868742,"W","3",867952,134.244249145578,60.5090036495062,2.55966049875386
"orf19.1507","Chr2","AMN1(CST13:ICS4)","1",322.608974774469,423.784324298473,316.707693110089,270.079148005014,0.852771037396724,0.97829412172421,0.978485964093903,"Chr2",367061,365085,"C","2",366073,166.088214373396,44.295509223966,1.04112129345254
"orf19.1577","Chr2","GAT2","1",230.002557510044,333.316969961135,195.446411354919,208.552650942863,1.06705796999334,0.486880538517433,0.581261984991935,"Chr2",507759,509087,"W","2",508423,135.746700912752,92.4475366929563,4.31579620710344
"orf19.985","Chr1","","1",525.760371922676,636.548099576585,555.140350542067,379.277554486625,0.683210208222622,0.204277681407492,0.138305124609378,"Chr1",2311314,2313827,"W","1",2312570.5,268.80023378696,156.566833304156,0.487909609927146
"orf19.1866","Chr2","VMA10","1",1949.87364855142,3943.68802835906,2483.56285424862,2585.41920889053,1.04101219120252,0.682804962288882,0.726374115325428,"Chr2",1549277,1549618,"W","2",1549447.5,619.278603343089,463.063581613177,0.444617424815061
"orf19.841","Chr2","COC1","1",411.169540229885,648.458340926655,423.281730122163,401.930148001309,0.949557042977756,0.8570026774138,0.841727018219176,"Chr2",804097,802007,"C","2",803052,237.365472499507,103.143252949564,0.568200486626356
"orf19.5504","Chr7","","1",485.361658456486,734.109543520846,556.456676433612,535.939148460762,0.961306386660112,0.570420460818108,0.510155773520226,"Chr7",833162,830295,"C","7",831728.5,471.881545333011,530.556642494015,0.374525057812044
"orf19.6539","Chr7","RVB2","1",3001.38371930046,5986.56072132625,3804.07146540978,3900.41475064409,1.02532636048254,0.921603437831126,0.916732355997931,"Chr7",390350,391846,"W","7",391098,734.715829237351,999.63842316335,0.323063118813825
"orf19.3171","Chr5","ACH1","1",3227.38460583607,6400.57998037924,3847.84502895196,3889.64501886727,1.01086322073805,0.902831071792153,0.815955514762523,"Chr5",448572,446998,"C","5",447785,1494.32406499954,1503.5250558713,0.303098699027366
"orf19.6163","Chr3","CSE4","1",853.553093645485,1409.95061924166,1058.82537561987,1050.78696002783,0.992408176289376,0.804069942765674,0.708201446150013,"ChrR",173054,173689,"W","3",173371.5,441.986266434002,629.888277025571,0.378281523714467
"orf19.4191.1","Chr4","RLP24","1",965.759378413984,1889.46244808013,1103.97097911831,1112.00066971869,1.00727346166907,0.923540029387749,0.817414842993646,"Chr4",86317,89234,"W","4",87775.5,721.732587475597,780.622491328392,0.525859511154458
"orf19.2653","Chr5","","1",236.217871158887,328.425110909458,209.940819413176,203.622600738465,0.964203431772427,0.354423456821948,0.389243968834222,"Chr5",740209,736928,"C","5",738568.5,149.460026785876,54.9066557986351,7.02330926853012
"orf19.3127","Chr4","CZF1/ZNF1","1",461.476058483274,784.07999398821,482.130955330621,492.901581428519,1.02233962781027,0.673505332171867,0.540002990041429,"Chr4",1520350,1519193,"C","4",1519771.5,251.446926336856,225.653166252212,1.03033042874390
"orf19.3791","Chr4","FGR10","1",255.048414828878,365.903814576228,234.653018444212,230.475210081083,0.974702021332996,0.257892401263800,0.266377529123306,"Chr4",1053047,1053994,"W","4",1053520.5,161.222594500891,20.2675967745837,0.226433681925244
"orf19.6054","Chr1","BUL2","1",376.200542664132,576.946841711928,382.413297327932,370.990751597004,0.970130364684644,0.764549057502497,0.809930952275994,"Chr1",87249,85081,"C","1",86165,194.120360298833,74.3887665451803,1.08373534101039
"orf19.7098","Chr7","","1",505.565418213874,1829.74148512306,593.670737068951,1210.02381515546,2.03820693795612,0.0340561897750304,0.0398739750195095,"Chr7",33810,34454,"W","7",34132,345.978429706032,377.883747575313,2.52356540220575
"orf19.1669","Chr3","AFG3","1",1332.73717948718,2125.58104921898,1512.43440465114,1325.90532104979,0.876669637355693,0.610815133854947,0.368918924793766,"Chr3",385673,388060,"W","3",386866.5,549.945436840657,438.059994777484,0.222737400027730
"orf19.972","Chr5","","1",275.496070389677,470.479840461011,257.056026250287,318.338097077459,1.23839966610043,0.345781193333848,0.425226662845485,"Chr5",40126,39266,"C","5",39696,148.365336357418,114.327560195162,3.09323772560307
"orf19.1857","ChrR","SPT11","1",921.100045787546,2438.72882831526,1089.70678065553,1518.29605722744,1.39330697411472,0.0728943349829396,0.100414972634265,"Chr1",1454643,1453966,"C","R",1454304.5,269.615647734719,404.232140309135,0.665025701237327
"orf19.4841","Chr1","SHY1","1",484.598833925283,930.981136495736,514.931909393265,589.161981615728,1.14415512200424,0.365162596176506,0.483443069704392,"Chr1",2141939,2140860,"C","1",2141399.5,168.021654016394,134.646755175343,0.624247937859568
"orf19.6407","ChrR","","1",447.620906399027,751.198903874944,485.4388241614,485.647803236521,1.00043049518234,0.72511210713597,0.758508174362464,"ChrR",1814419,1815771,"W","R",1815095,182.057830832743,54.9150715542799,0.76599962967196
"orf19.3064","Chr1","MRPL27","1",1560.19365528100,3616.43444514248,1800.35435763654,2079.00766357393,1.15477692197396,0.754194347134275,0.379709261304006,"Chr1",757873,757367,"C","1",757620,1332.84954855617,1501.65308760777,0.516750236273618
"orf19.728","ChrR","TSC11","1",464.421606847675,729.580690508322,488.515032850428,456.538773271489,0.934543959901579,0.933086602650678,0.910199522594715,"Chr1",1647339,1643476,"C","R",1645407.5,227.393982917257,197.254467976851,0.748658180048862
