orf,chr,gene,geneflag,WtMean,MutMean,WtMean2,MutMean2,fold.mut.by.wt,p,p.paired,sd.ratio
orf19.673,Chr1,OYE31,1,281.79,490.67,263.94,306.81,1.16,0.4,0.42,7.26
orf19.7152,Chr7,,1,2670.24,7192.06,3359.63,4461.9,1.33,0.07,0.02,0.31
orf19.3243,Chr2,SRP54,1,1378.5,2651.2,1642.69,1674.46,1.02,0.8,0.66,0.22
orf19.6630,ChrR,,1,645.57,1694.52,725.89,994.88,1.37,0.43,0.27,1.74
orf19.7375,Chr3,,1,311.13,517.09,319.86,329.3,1.03,0.48,0.46,7.02
orf19.7112,Chr7,FRP2,1,688.73,1617.1,795.92,1042.4,1.31,0.21,0.12,0.91
orf19.2803,Chr3,HEM13,1,2566.65,5931.17,3471.96,4556.89,1.31,0.54,0.22,0.45
orf19.3655,Chr6,,1,191.28,246.54,153.64,156.29,0.92,0.3,0.33,2.46
orf19.7590,ChrR,NUO78,1,2460.07,4513.74,2963.72,2911.48,0.98,0.9,0.64,0.26
orf19.5356,Chr4,,1,550.53,970.61,608.47,625.06,1.03,0.78,0.79,0.54
orf19.3995,Chr5,RIM13,1,497.92,662.73,554.28,467.65,0.84,0.45,0.33,0.38
orf19.7475,ChrR,PHO81,1,367.87,572.76,398.87,390.41,0.98,0.7,0.67,3.33
orf19.5305,Chr4,RHD3/PGA29,1,3662.08,14948.21,5446.69,12023.65,2.21,0.11,0,0.92
orf19.4365,ChrR,TRM1,1,227.33,314.16,203.09,197.3,0.95,0.3,0.33,92.28
orf19.3130,Chr4,,1,2463.52,7279.95,3162.06,4971.17,1.57,0.21,0.01,0.38
orf19.3421.1,Chr6,ROX3,1,648.11,1442.44,781.85,1044.05,1.34,0.54,0.33,1.27
orf19.6314,ChrR,RPB8,1,369.92,754.7,364.18,430.59,1.18,0.61,0.54,1.56
orf19.3071,Chr3,MIH1,1,757.35,906.02,880.72,595.99,0.68,0.06,0.16,0.48
orf19.913.2,Chr3,QCR6,1,3069.95,6366.64,3783.71,3788.88,1,0.94,0.8,0.47
orf19.6865,Chr1,IKI3,1,431.1,713.55,452.85,455.63,1.01,0.8,0.74,2.38
orf19.1441,Chr2,,1,1593.16,2247.31,2025.99,1544.66,0.76,0.35,0.02,0.17
orf19.3115,Chr4,,1,1125.98,5002.25,1350.06,3269.84,2.42,1.23E-005,0,0.82
orf19.5684,Chr5,MRPL14,1,1530.39,2292.62,1959.69,1552.4,0.79,0.27,0.07,0.2
orf19.6244,Chr1,,1,359.37,564.62,354.77,364,1.03,0.67,0.74,0.74
orf19.1609,Chr3,KRI1,1,726.59,1240.95,830.02,788.21,0.95,0.73,0.73,0.31
orf19.4229,Chr5,DDP1,1,842.04,1282.31,1017.63,941.67,0.93,0.7,0.4,0.29
orf19.5046,Chr4,RAM1,1,332.68,474.84,335.9,301.57,0.9,0.95,0.95,1.98
orf19.2485,Chr1,NUP170,1,862.42,1052.11,992.61,631.97,0.64,0.13,0.06,0.26
orf19.1990,Chr2,SNX4,1,459.51,869.03,498.3,586.52,1.18,0.67,0.52,0.8
orf19.1238,Chr4,TUB4,1,683.03,1236.45,779.41,815.16,1.05,0.81,0.7,1.58
orf19.4024,Chr5,RIB5,1,3538.45,5242.66,4429.14,3731.97,0.84,0.62,0.35,0.38
orf19.1553,Chr2,ENT3,1,1666.46,3571.42,2012.03,2313.21,1.15,0.26,0.34,0.41
orf19.6280,Chr1,,1,174.84,218.25,136.44,141.05,0.87,0.56,0.57,1.57
orf19.35,Chr2,,1,3137.7,5444.72,3955.01,3322.88,0.84,0.42,0.21,0.21
orf19.7028,Chr7,,1,734.68,1466.13,930.78,1081.61,1.16,0.64,0.42,1.29
orf19.4025,Chr5,PRE1,1,3546.97,5918.19,4573.67,4137.34,0.9,0.55,0.16,0.21
orf19.7366,Chr3,,1,596.12,996.75,663.85,628.93,0.95,0.75,0.68,0.44
orf19.7095,Chr7,,1,1281.39,4230.83,1568.11,2770.64,1.77,0,0.01,0.57
orf19.4863,Chr1,PDC2,1,1476.16,2883.55,1921.01,2052.93,1.07,0.84,0.48,0.92
orf19.2055,Chr2,NPL6,1,1309.95,2027.4,1577.85,1320.78,0.84,0.72,0.26,0.25
orf19.5193,ChrR,,1,1320.71,1736.18,1641.58,1078.09,0.66,0.85,0.65,1.24
orf19.5341,Chr4,RPS4A,1,35913.78,52025.28,45248.94,33418.38,0.74,0.05,0.09,0.28
orf19.5853,ChrR,,1,373.13,687.52,381.42,447.56,1.17,0.53,0.65,1.01
orf19.5322,Chr4,,1,1238.44,2718.43,1449.43,1718.57,1.19,0.43,0.19,0.32
orf19.5362,Chr4,,1,217.23,473.52,185.54,302.07,1.6,0.16,0.18,22.75
orf19.3405,Chr6,,1,448.46,820.52,478.79,570.31,1.19,0.45,0.38,0.81
orf19.7321,ChrR,,1,498.01,842.12,539.27,549.43,1.02,0.86,0.9,0.66
orf19.7282,ChrR,PEX13,1,680.58,1300.39,801.45,893.48,1.11,0.58,0.56,0.59
orf19.4536,Chr1,CYS4,1,4255.71,9083.41,5009.19,5311.61,1.06,0.69,0.58,0.45
orf19.3592,Chr2,JEM1,1,849.74,1333.67,949.15,804.6,0.85,0.37,0.24,0.34
orf19.3977,Chr5,GIR1,1,588.35,841.16,642.39,562.16,0.88,0.95,0.93,1.81
orf19.4738,Chr1,,1,929.61,1698.71,1119.11,1171.59,1.05,0.8,0.54,0.4
orf19.1259,Chr4,SNT2,1,1698.76,3145.15,1978.78,1891.01,0.96,0.92,0.59,0.2
orf19.4996,Chr1,,1,370.8,686.35,364.29,426.03,1.17,0.63,0.55,3.58
orf19.2715,Chr4,RPC53,1,645.19,1112.4,709.39,647.75,0.91,0.69,0.66,0.9
orf19.7109,Chr7,,1,1505.09,4754.12,1802.97,2823.64,1.57,0.03,0.04,0.73
orf19.5857,Chr3,,1,503.49,1196.98,587.6,816.7,1.39,0.19,0.1,0.99
orf19.4906,Chr1,,1,570.88,868.76,613.06,532.34,0.87,0.49,0.34,0.3
orf19.1516,Chr2,UBP14,1,489.52,974.04,519.25,610.98,1.18,0.47,0.32,0.66
orf19.2652,Chr5,,1,220.11,323.42,193.73,209.5,1.04,0.34,0.37,9.72
orf19.3839,Chr4,SAP10,1,1192.86,2649.24,1359.4,1601.84,1.18,0.37,0.1,0.32
orf19.7452,Chr3,SLD3,1,296.51,402.7,276.35,249.24,0.9,0.87,0.87,2.84
orf19.2006.1,Chr2,EAP1,1,345.23,706.37,356.67,490.05,1.37,0.33,0.26,3.38
orf19.6301,Chr?,,1,198.48,251.03,176.07,166.2,0.83,0.56,0.56,1.71
orf19.4134,Chr5,,1,568.82,958.65,625.58,665.41,1.06,0.82,0.84,0.53
orf19.3135,Chr4,SEL1,1,713.71,1695.34,807.82,1112.58,1.38,0.1,0.07,0.45
orf19.2630,Chr?,RAD59,1,355.9,798.67,363.8,477.98,1.31,0.28,0.28,1.33
orf19.4731,Chr1,COG5,1,491.7,753.08,525.87,474.36,0.9,0.53,0.52,0.3
orf19.925,Chr5,,1,543.82,827.57,575.63,505.52,0.88,1,0.99,1.02
orf19.6346,Chr1,BCP1,1,662.39,1422.28,737.37,858.18,1.16,0.87,0.62,0.51
orf19.166,ChrR,GIN1,1,330.52,447.03,312.01,271.94,0.87,0.82,0.76,0.77
orf19.4937,Chr1,CHS3,1,1381.6,2382.72,1575.76,1369.69,0.87,0.66,0.27,0.31
orf19.2200,Chr2,VIP36,1,484.76,959.7,547.72,600.28,1.1,0.47,0.51,1.03
orf19.6479,Chr7,SEC1,1,349.56,453.42,341.04,275,0.81,0.73,0.74,1.21
orf19.1690,Chr3,TOS1,1,4878.74,9676.42,5846.4,5959.96,1.02,0.92,0.79,0.26
orf19.3283,Chr2,OAR1,1,355.11,576.45,357.78,360.5,1.01,0.7,0.74,0.99
orf19.1799,Chr4,GAP6,1,1720.08,5988.72,2243.31,4398.29,1.96,0.26,0,0.62
orf19.3922,Chr5,SDT1,1,1233.67,2106.78,1676.17,1763.98,1.05,0.75,0.4,0.38
orf19.441,Chr1,RPT1(PRS7:CIM5:YTA3),1,1151.05,3533.73,1357.92,2340.62,1.72,0.18,0.03,0.84
orf19.3796,Chr4,RTN1,1,1200.5,2209.53,1414.49,1414.58,1,0.81,0.52,1.24
orf19.1064,Chr1,ACS2,1,8511.38,24161.35,10391.23,14530.84,1.4,0.76,0.62,0.65
orf19.2418,ChrR,,1,291.76,502.29,287.62,328.94,1.14,0.57,0.61,3.23
orf19.6690,Chr7,,1,240.26,344.78,212.95,211.9,1,0.44,0.51,6.85
orf19.6665,Chr5,NUP4,1,3088.65,3041.47,3833.5,2123.99,0.55,0.14,0.01,0.24
orf19.4675,Chr4,,1,409.67,563.41,425.23,360.46,0.85,0.83,0.84,1.12
orf19.2693,Chr4,URE1/YNL229C,1,3296.47,9938.18,4264.59,6149.03,1.44,0.25,0.04,0.7
orf19.1221,Chr6,ALG2,1,529.31,1147.04,575.49,722.09,1.25,0.13,0.19,0.66
orf19.1297,Chr4,CVT20,1,268.59,799.86,246.42,422.17,1.71,0.3,0.27,10.42
orf19.6177,Chr3,,1,566.45,1604.03,653.26,1024.66,1.57,0.19,0.33,1.42
orf19.4412,Chr4,REV1,1,435.35,908.09,467,561.97,1.2,0.3,0.4,1.15
orf19.1668,Chr3,,1,415.53,617.55,427.43,387.53,0.91,0.75,0.74,0.6
orf19.4433,Chr1,CPH1/ACPR/ACPR1/APRP1,1,438.39,723.93,474.21,474.93,0.99,0.32,0.24,4.72
orf19.1671,Chr3,CSF4/UTR2,1,3267.55,12216.2,3966.1,7207.01,1.82,0.18,0.02,0.63
orf19.4654,Chr4,,1,213.45,401.22,179.73,243.01,1.33,0.46,0.5,22.71
orf19.4456,Chr1,GAP4,1,3771.15,9745.9,4691.47,6388,1.36,0.08,0,0.19
orf19.4805,Chr1,RSN1,1,341.36,560.43,344.69,353.73,1.03,0.74,0.75,1.53
orf19.4330,Chr5,,1,265.73,324.48,239.79,202.49,0.84,0.97,0.97,1.52
orf19.3637,Chr2,,1,194.37,254.04,154.43,163.36,1,0.52,0.55,5.24
orf19.6197,Chr1,DHH1,1,1064.15,1340.4,1228.29,864.85,0.7,0.49,0.03,0.19
orf19.5746,Chr6,ALA1,1,5288.39,8767.96,6484,5432.98,0.84,0.36,0.14,0.3
orf19.1180,Chr6,,1,903.77,1840.35,1085.58,1200.36,1.11,0.92,0.71,0.38
orf19.6126,ChrR,KGD2,1,3098.53,6363.87,3776.31,3950.36,1.05,0.68,0.68,0.4
orf19.3307,Chr1,,1,820.64,1461.2,950.17,943.23,0.99,0.87,0.89,0.35
orf19.1378,Chr2,ERF3(SUP35)/SUP35,1,3508.54,7424.17,4392.25,4660.2,1.06,0.88,0.52,0.18
orf19.4284,Chr5,PCH1/BUR2,1,1000.78,2038.83,1199.43,1355.29,1.13,0.84,0.62,1.1
orf19.584,Chr5,CCP2,1,240.73,332.72,215.68,212.93,0.96,0.46,0.47,3.28
orf19.3888.2,ChrR,PGI1,1,7286.66,17233.23,9214.34,11639.35,1.26,0.7,0.2,0.36
orf19.314,Chr3,STB2,1,286.62,383.29,268.55,235.31,0.88,0.9,0.89,1.24
orf19.194,Chr2,,1,309.6,431.23,291.89,261.67,0.9,0.96,0.96,0.8
orf19.6078,Chr1,RFC52,1,493.96,1101.4,539.27,679.62,1.24,0.54,0.45,2.17
orf19.3407,Chr6,RAD18,1,380.07,659.68,390.36,406.73,1.04,0.66,0.7,1.47
orf19.999,Chr1,GCA1,1,1405.21,2346.62,1630.41,1395.21,0.86,0.86,0.72,1.15
orf19.2322.3,Chr1,ERP5,1,2130.42,4154.99,2640.77,2502.24,0.95,0.67,0.62,0.4
orf19.4976,Chr1,,1,225.65,305.86,201.95,196.89,0.94,0.53,0.55,7.01
orf19.7076,Chr7,GBP2,1,3835,9534.79,4920.77,6114.9,1.24,0.21,0.05,0.3
orf19.789,Chr2,PYC2,1,1594.1,3137.24,1819.56,1745.47,0.96,0.88,0.41,0.2
orf19.1236,Chr4,,1,453.61,1383.28,471.1,819.51,1.74,0.05,0.06,1.05
orf19.5856,Chr3,,1,496.74,1076.54,570.93,762.94,1.34,0.31,0.17,1.2
orf19.6699,Chr7,HIS2,1,356.82,621.14,375.84,405.24,1.08,0.48,0.51,1.58
orf19.3687,Chr1,PFD1,1,321.68,568.75,309.21,348.08,1.13,0.53,0.58,1.32
orf19.4921,Chr1,,1,277.93,398.54,254.78,250.71,0.97,0.52,0.51,3.32
orf19.3327,Chr1,TRM2,1,800.9,1832.93,946.2,1115.78,1.18,0.5,0.52,0.8
orf19.2428.2,Chr7,POL,1,968.66,1617.77,1360.71,1166.64,0.86,0.69,0.63,1.88
orf19.3433,Chr6,OYE23,1,917.86,1760.64,1072.87,1174.43,1.09,0.76,0.55,2.53
orf19.7239,Chr1,CRP1,1,2622.51,6458.42,3319.94,4548.11,1.37,0.43,0.13,0.43
orf19.6076,Chr1,VPS29,1,336.78,683.64,336.79,432.19,1.28,0.18,0.26,1.22
orf19.6511,Chr7,TRL1,1,932.59,1507.9,1037.87,875.52,0.84,0.99,0.98,1.59
orf19.319,Chr3,,1,462.52,801.06,521.58,501.18,0.96,0.89,0.9,0.81
orf19.2649,Chr5,PCL1,1,945.99,1363.82,1102.82,896.18,0.81,0.34,0.14,0.32
orf19.6938,Chr3,MEU1,1,944.43,2393.26,1133.6,1481.75,1.31,0.23,0.21,0.6
orf19.3610,Chr2,,1,271.16,359.5,261.43,232.76,0.89,0.62,0.66,2.86
orf19.5228,Chr1,RIB3,1,2246.89,5577.25,3086.95,4094.73,1.33,0.48,0.02,0.33
orf19.4657,Chr4,NEM1,1,2203.03,4074.07,2861.14,2691.39,0.94,0.7,0.52,0.21
orf19.4100,Chr2,KAR3,1,761.43,1119.03,867.42,687.05,0.79,0.3,0.15,0.32
orf19.6355,Chr1,RSA2,1,745.49,1692.51,851.05,1051.91,1.24,0.6,0.43,0.74
orf19.940,Chr5,BUD2(CLA2:ERC25)/BUD2,1,374.59,365.03,381.59,232.28,0.61,0.18,0.22,0.8
orf19.7469,ChrR,ARG1,1,1676.2,5833.97,2103.54,3421.15,1.63,0.43,0.27,1.14
orf19.1113,Chr5,,1,552.66,921.06,629.5,612.09,0.97,0.84,0.76,2.24
orf19.5404,Chr3,HYR3,1,403.44,654.37,450.31,439.48,0.96,0.54,0.49,2.67
orf19.6635,ChrR,,1,354.57,649.88,368.82,444.67,1.21,0.33,0.35,1.51
orf19.4909.1,Chr1,CBK1,1,1660.49,2348.09,1978.3,1464.28,0.74,0.12,0.06,0.25
orf19.2581,ChrR,,1,257.22,379.95,237.49,238.76,0.98,0.48,0.48,2.99
orf19.3338,Chr1,,1,268.57,468.44,247.15,299.96,1.21,0.31,0.34,5.66
orf19.4771,Chr1,MNN12,1,587.09,1087.25,633.42,622.76,0.98,0.9,0.77,0.41
orf19.1149,Chr1,ETR1,1,4617.5,21429,5998.16,12871.3,2.15,0.02,0.05,1.23
orf19.1963,Chr5,GDS1,1,1548.39,1396.88,1736.59,867.91,0.5,0.04,0.02,0.25
orf19.2844,ChrR,APL4,1,513.48,908.08,545.45,546.48,1,0.96,0.93,0.69
orf19.6176,Chr3,SEC61,1,3148.38,6139.14,3744.2,3684.26,0.98,0.92,0.8,0.25
orf19.5076,Chr1,PFY1,1,3664.6,7051.8,4747.24,4541.59,0.96,0.72,0.69,0.34
orf19.2047,Chr2,,1,725.94,2164.41,949.72,1454.21,1.53,0.31,0.29,1.85
orf19.910,Chr2,PRP3,1,234.19,324.43,204.63,204.34,1,0.42,0.48,8.99
orf19.2983,Chr1,CDC73,1,789.53,1607.55,887.34,972.9,1.1,0.93,0.86,0.37
orf19.5276,Chr1,,1,262.11,421.1,244.07,274.32,1.12,0.35,0.35,6.27
orf19.5930,Chr3,NUP42,1,420.86,822.04,448.38,549.9,1.23,0.29,0.34,0.91
orf19.6748,Chr3,,1,1495.09,3569.55,1765.02,2102.54,1.19,0.77,0.66,0.48
orf19.7029,Chr7,,1,356.68,632.23,361.61,401.69,1.11,0.55,0.56,2.03
orf19.2831,ChrR,RPC31,1,851.35,1423.47,970.93,881.79,0.91,0.86,0.59,0.36
orf19.5725,Chr6,,1,349.06,585.25,347.07,385.72,1.11,0.66,0.64,0.96
orf19.386,Chr1,SAM4,1,1008.39,2954.85,1224.11,2027.6,1.66,0.01,0.01,0.5
orf19.1497,Chr2,,1,228.74,315.88,194.89,195.77,0.97,0.47,0.49,3
orf19.6347,Chr1,CDC40,1,590.64,1172.17,654.82,712.81,1.09,0.88,0.83,0.6
orf19.4374,ChrR,PRP42,1,246.69,371.48,225.22,225.39,1,0.39,0.41,8.16
orf19.7267,Chr1,,1,619.91,1390.26,756.01,991.72,1.31,0.48,0.27,4.01
orf19.3351,Chr1,,1,244.07,516.36,225.07,350.15,1.56,0.41,0.42,13.98
orf19.114,Chr6,,1,325.33,525.45,316.55,329.94,1.04,0.64,0.71,1.07
orf19.2363,Chr6,,1,2606.49,5986.14,3408.89,3975.36,1.17,0.43,0.26,0.44
orf19.6322,Chr6,ARD1(ARDH)/ARDH,1,13132.56,25340.18,18504.53,18449.37,1,0.96,0.86,0.25
orf19.3493,Chr?,ERG23,1,436.96,733.27,460.22,449.41,0.98,0.97,0.97,0.92
orf19.2897,Chr4,SOU2,1,417.77,972.92,466.17,633.21,1.36,0,0,2.14
orf19.4833,Chr1,MLS1,1,13743.82,11419.49,16421.33,7246.88,0.44,0.09,0.06,0.44
orf19.3583,Chr2,YRB2,1,987.32,1842.71,1149.73,1261.52,1.1,0.67,0.67,0.45
orf19.3929,Chr5,,1,608.04,1021.99,695.23,710.14,1.02,0.93,0.85,0.57
orf19.2552,ChrR,PMR2,1,299.51,347.82,296.39,233.54,0.79,0.92,0.92,3.03
orf19.3321,Chr1,,1,1399.66,2425.67,1698.2,1551.6,0.91,0.87,0.63,0.5
orf19.4954,Chr1,PPA1,1,2179.25,4548.76,2766.91,3110.1,1.12,0.91,0.52,0.29
orf19.2066,Chr2,,1,447.09,901.57,469.7,563.52,1.2,0.34,0.45,1.02
orf19.4612,Chr4,,1,425.64,931.74,445.51,576.06,1.29,0.5,0.32,0.9
orf19.4630,Chr4,CPA1,1,753.77,2148.57,851.53,1246.52,1.46,0.34,0.26,1.27
orf19.4026,Chr5,HIS1,1,4396.07,8473.09,5438.1,5336.16,0.98,0.66,0.7,0.43
orf19.1494,Chr2,RAD23,1,1183.05,2553.64,1404.32,1644.7,1.17,0.58,0.09,0.33
orf19.505,ChrR,SRV2/CAP/CAP1,1,2072.06,3978.27,2592.99,2552.94,0.98,0.77,0.72,0.22
orf19.4405,Chr4,,1,373.66,576.92,378.29,365.09,0.96,0.51,0.47,6.39
orf19.839,Chr2,,1,1085.22,1652.62,1232.26,995.27,0.81,0.41,0.02,0.12
orf19.2563,ChrR,PRP24,1,1249.33,2125.5,1603.42,1487.83,0.93,0.94,0.79,0.52
orf19.5862,Chr3,CAR12,1,338.99,468.22,320.18,283.96,0.89,0.8,0.79,0.91
orf19.3695,Chr7,EPT1,1,1535.12,2705.48,1767.45,1610.99,0.91,0.85,0.74,0.34
orf19.2065,Chr2,DAL2,1,327.08,553.06,323.32,347,1.07,0.59,0.65,1.41
orf19.7410,Chr3,CYM1,1,780.03,1408.66,890.35,868.65,0.98,0.88,0.84,0.36
orf19.5387,Chr3,VPS8,1,393.65,582.14,441.04,379.83,0.86,0.72,0.73,4.21
orf19.4428,Chr1,,1,317.87,505.74,302.37,310.27,1.03,0.85,0.88,1.38
orf19.4689,Chr4,PGA57,1,1446.78,2042.86,1731.06,1333.53,0.77,0.83,0.59,0.91
orf19.6499,Chr7,RPO42,1,897.36,1632.65,1148.31,1102.49,0.96,0.96,0.94,0.65
orf19.7454,Chr3,TAF60,1,613.83,1152.11,670.28,736.55,1.1,0.54,0.57,0.41
orf19.3123.2,Chr4,RPT5,1,3130.69,11441.99,3996.37,7068.65,1.77,0.06,0,0.4
orf19.4725,Chr1,SWI6,1,525.23,767.73,564.73,457.57,0.81,0.78,0.69,0.99
orf19.5256,Chr1,USO3,1,310.64,457.25,318.85,313.99,0.98,0.64,0.63,2.68
orf19.1835,Chr1,PEA2,1,418.49,640.57,416.39,378.33,0.91,0.97,0.96,1.11
orf19.2672,Chr4,NCP1/PRD1/RED,1,1639.18,3240.79,2021.02,2160,1.07,0.87,0.51,0.26
orf19.2478.1,Chr1,MLP2,1,671.15,1133.1,791.31,741.53,0.94,0.84,0.74,3.48
orf19.1812,Chr?,MIH1,1,611.51,877.98,719.99,579.89,0.81,0.49,0.27,0.29
orf19.6639,ChrR,,1,732.65,1285.22,869.69,917.23,1.05,0.86,0.79,0.52
orf19.2468,Chr1,TMT1,1,198.7,258.11,161.64,163.17,0.95,0.29,0.32,4.49
orf19.416,Chr1,,1,226.79,331.85,199.97,215.62,1.06,0.35,0.37,6.53
orf19.6362,Chr1,SPA2,1,984.93,1687.84,1140.52,1023.3,0.9,0.66,0.46,0.25
orf19.3163,Chr5,,1,362.43,696.78,372.12,472.82,1.27,0.29,0.33,1.1
orf19.3640,Chr6,ECM382,1,757.88,1335.1,937.44,979.61,1.04,0.91,0.8,0.41
orf19.1876,Chr2,NAM8,1,611.85,1184.84,696.41,798.19,1.15,0.54,0.41,0.63
orf19.2312,Chr1,FRE11,1,262.03,366.05,235.05,226.83,0.95,0.47,0.48,6.83
orf19.4623,Chr4,NHP6A,1,26695.44,43130.28,35219.42,28912.66,0.82,0.53,0.12,0.21
orf19.7049,Chr7,CYB5/CYTB5,1,1021.89,2780.94,1137.06,1514.46,1.33,0.67,0.44,0.58
orf19.4601,Chr4,TFC1,1,465.82,847.76,503.66,536.87,1.07,0.7,0.6,1.28
orf19.1341,Chr7,PRR2,1,307.88,460.84,290.56,290.63,1,0.77,0.8,1.4
orf19.2710,Chr4,GLC8,1,1704.74,3408.07,2213.63,2289.97,1.03,0.78,0.28,0.41
orf19.5169,Chr7,AMD2,1,552.28,1197.65,612.06,748.76,1.22,0.6,0.39,1.13
orf19.6983,Chr3,,1,436.93,789.71,476.97,534.31,1.1,0.55,0.46,1.85
orf19.6191,Chr3,CTA2,1,420.28,690.91,434.4,442.66,1.02,0.88,0.91,0.54
orf19.3125,Chr4,,1,479.25,928.2,521.67,566.37,1.09,0.65,0.64,0.67
orf19.6324,Chr6,VID27,1,1758.41,4155.33,2187.57,2553.34,1.17,0.68,0.56,0.52
orf19.1639,Chr3,,1,750.09,4994.11,885.62,2966.82,3.35,0,0.01,3.14
orf19.557,ChrR,,1,303.29,476.84,294.69,301.99,1.02,0.44,0.45,88.17
orf19.3473,Chr2,SGF73,1,430.92,760.53,449.96,492.01,1.09,0.46,0.42,375.81
orf19.2317,Chr1,,1,235.37,323.28,205.84,200.86,0.98,0.61,0.66,12.96
orf19.5025,Chr1,MET3,1,2444.08,6993.59,2834.55,3886.22,1.37,0.83,0.59,0.6
orf19.6178,Chr3,FBP1,1,2007.33,4893.81,2527.84,3382.21,1.34,0.59,0.08,0.4
orf19.2427,Chr7,TCA5/POLRT,1,298.56,400.99,299.95,262.03,0.87,0.77,0.79,1.83
orf19.7414,Chr3,ALS6(FLO2)/ALS6/ALS97,1,249.12,355.54,224.89,230.24,1,0.46,0.45,3.8
orf19.5059,Chr1,GCS1/GSH1,1,1453.52,2426.23,1840.57,1486.23,0.81,0.62,0.35,0.46
orf19.1687,Chr3,PRP43,1,1055.46,1854.24,1182.71,1103.55,0.93,0.81,0.56,0.24
orf19.6866,Chr2,SNP1,1,449.55,780.35,466.18,461.99,0.99,0.97,0.96,0.58
orf19.1670,Chr3,BRO1,1,1016.94,1376.54,1138.17,833.14,0.73,0.38,0.3,0.51
orf19.4998,Chr1,TEA3,1,633.05,875.18,704.21,578.9,0.82,0.42,0.47,0.46
orf19.643,ChrR,BIR1,1,862.47,1344.11,999.2,886.44,0.89,0.97,0.93,1.15
orf19.989,Chr1,MRPS5,1,1156.52,1997.3,1341.91,1209.25,0.9,0.79,0.76,0.47
orf19.6037,Chr1,,1,530.94,782.19,571.05,519.74,0.91,0.6,0.62,0.35
orf19.5569,Chr6,SRC1,1,1543.76,2788.85,1852.63,1769.46,0.96,0.92,0.86,0.29
orf19.809,Chr2,NOP12,1,1417.34,2558.84,1664.45,1590.62,0.96,0.9,0.56,0.17
orf19.996,Chr1,,1,397.13,638.5,417.16,416.23,1,0.76,0.78,1.19
orf19.4946,Chr1,,1,361.11,401.16,345.8,235.23,0.67,0.68,0.67,2.28
orf19.814,Chr2,SSY1.3/SSY1/CSY1,1,1089.78,3164.1,1323.9,1953.97,1.48,0.66,0.27,2.1
orf19.100,Chr6,LIP11,1,549.49,1038.71,671.82,782.37,1.16,0.55,0.43,1.29
orf19.2474,Chr1,CPY2,1,651.12,1161.41,729.97,776.47,1.06,0.77,0.81,0.46
orf19.7522,ChrR,,1,627.27,1222.37,694.9,775.58,1.12,0.75,0.73,0.64
orf19.2182,Chr2,BLM3,1,616.12,1424.75,708.9,883.44,1.25,0.29,0.42,0.96
orf19.7676,ChrR,SOR1,1,15131.62,34661.41,20899.93,24138.77,1.15,0.2,3.78E-005,0.42
orf19.6155,ChrR,CDC9,1,1066.62,1842,1267.92,1134.15,0.89,0.73,0.21,0.23
orf19.135,Chr6,EXO84,1,357,580.83,348.19,351.58,1.01,0.64,0.56,3.15
orf19.4818,Chr1,,1,651.58,1009.18,712.49,621.13,0.87,0.46,0.41,0.37
orf19.7438,Chr3,UBA1,1,1350,2603.37,1589.9,1611.22,1.01,0.99,0.99,0.29
orf19.175,ChrR,,1,406.44,482.42,425.02,295.66,0.7,0.18,0.23,0.54
orf19.4829,Chr1,DOA1,1,1166.88,2172.33,1333.31,1305.74,0.98,0.78,0.58,4.35
orf19.4287,Chr5,,1,522.45,832.1,580.57,536.86,0.92,0.98,0.96,0.58
orf19.3630,Chr2,RRP8,1,697.64,1151.34,801.36,738.91,0.92,0.96,0.95,0.8
orf19.6518,Chr7,,1,408.37,592.9,413.76,360.32,0.87,0.57,0.5,0.52
orf19.600,Chr5,TRK1,1,902.34,1533.94,1107.46,982.75,0.89,0.74,0.5,0.33
orf19.291,Chr3,WSS1,1,1103.41,2431.76,1314.37,1543.81,1.17,0.26,0.3,0.69
orf19.5036,Chr4,,1,220.01,306.14,183.86,190.59,1.03,0.37,0.4,10.75
orf19.3222,Chr2,,1,515.24,760.18,553.67,452.81,0.82,0.65,0.53,0.7
orf19.1406,Chr2,,1,268.16,476.65,257.45,314.04,1.17,0.41,0.38,2.11
orf19.3111,Chr4,PRA1/FBP1/mp58,1,310.47,445.22,300.03,287.43,0.96,0.78,0.8,1.91
orf19.4017,Chr5,,1,216.61,261.67,191.15,175.21,0.87,0.32,0.34,4.4
orf19.6224,Chr1,,1,274.84,547.89,248.82,313.14,1.26,0.45,0.48,3.08
orf19.2369,Chr6,ATX1,1,1310.77,3705.55,1918.72,2456.37,1.28,0.16,0.11,1.84
orf19.2416.1,ChrR,MLC1,1,1688.04,3392.25,2119.23,2184.32,1.03,0.97,0.9,0.32
orf19.675,Chr1,@,1,23937.74,48484.5,30595.77,30273.66,0.99,0.89,0.84,0.34
orf19.7625,ChrR,KRE13/PGA1,1,1678.87,3871.77,2120.95,2534.51,1.19,0.64,0.09,0.27
orf19.2883,Chr4,CSO1/CSO99,1,394.1,644.8,415.8,421.01,1.01,0.75,0.8,0.89
orf19.944,Chr5,IFG3,1,1202.89,2004.41,1482.04,1378.58,0.93,0.98,0.97,0.41
orf19.6502,Chr7,,1,197.61,278.59,160.87,173.22,1,0.28,0.32,3.8
orf19.6637,ChrR,,1,1860.1,3970.52,2395.68,2545.9,1.06,0.72,0.46,0.5
