orf,gene,A21_CHROMOSOME,WtMean2,MutMean2,fold.mut.by.wt,sd.ratio,p,p.paired,A21_START,A21_STOP,A21_STRAND,A19_CONTIG,A19_STRAND,A19_START,A19_STOP,CGH Ratio,CGH sd
orf19.3359,ARP8,Ca21chr1,377.9906789,345.9069587,0.91512034,0.766496331,0.866690065,0.655713027,345579,348779,W,Contig19-10173,W,145880,149080,1.011700856,0.041632169
orf19.3360,,Ca21chr1,867.3349763,908.1437822,1.047050802,0.351031381,0.906018013,0.764696029,351115,353118,W,Contig19-10173,W,151416,153419,0.989361522,0.047125828
orf19.4551,CTN1,Ca21chr1,1763.419393,883.2302275,0.500862263,0.201539555,0.297452666,0.027531261,357096,359483,W,Contig19-10209,C,60573,58186,0.987281455,0.035904755
orf19.4550,,Ca21chr1,369.9560027,442.1522291,1.194609965,0.670947262,0.920630451,0.52605174,361046,362947,W,Contig19-10209,C,56623,54722,1.066632279,0.074205108
orf19.4549,FGR38,Ca21chr1,276.6331849,260.4025147,0.941327826,0.224009345,0.758884069,0.454800355,364189,366324,W,Contig19-10209,C,53480,51345,1.061735002,0.099476162
orf19.4548,MAK32,Ca21chr1,262.9321605,303.9801574,1.156116303,0.706593449,0.429748456,0.213972144,366747,367877,W,Contig19-10209,C,50922,49792,1.026360557,0.062216954
orf19.4546,HOL4,Ca21chr1,399.7824296,600.7929803,1.502799863,1.720202675,0.375273403,0.259894545,369824,367950,C,Contig19-10209,W,47845,49719,1.065505811,0.096497644
orf19.4545,SWI4,Ca21chr1,192.4801709,97.266168,0.506623948,0.368960917,0.310171491,0.107688176,372242,375457,W,Contig19-10209,C,45211,42212,1.072301676,0.083235325
orf19.4544,,Ca21chr1,499.4417979,536.4112471,1.074021536,0.291881003,0.928070829,0.697645751,375852,376571,W,Contig19-10209,C,41817,41098,1.049740938,0.051936338
orf19.4543,UGA2,Ca21chr1,550.6984349,745.2219676,1.353230589,0.69282914,0.259530274,0.050147602,378191,376662,C,Contig19-10209,W,39478,41007,1.062731966,0.115959405
orf19.4542,,Ca21chr1,437.9864813,445.7955176,1.0178294,0.230355246,0.816152816,0.386130716,379667,378480,C,Contig19-10209,W,38002,39189,0.98459066,0.06101608
orf19.4540,UBC8,Ca21chr1,1961.877039,2542.840086,1.296126126,0.506807915,0.393612155,0.200008949,380801,380229,C,Contig19-10209,W,36868,37440,1.01048063,0.037284853
orf19.4539,,Ca21chr1,739.5984042,902.0990114,1.219714654,0.452487791,0.221316593,0.291495119,382108,381554,C,Contig19-10209,W,35561,36115,1.081957961,0.137814845
orf19.4538,,Ca21chr1,1475.196735,2091.508633,1.417782852,0.434354796,0.315359218,0.066524316,383606,382776,C,Contig19-10209,W,34063,34893,1.095074472,0.076611988
orf19.4537,,Ca21chr1,1044.329091,1240.083801,1.187445425,0.306643358,0.767831208,0.249654935,383769,384686,W,Contig19-10209,C,33900,32983,1.047889926,0.064739623
orf19.4536,CYS4,Ca21chr1,4785.867731,5182.279728,1.082829702,0.462749539,0.63092974,0.507354621,386296,384806,C,Contig19-10209,W,31373,32863,1.036356471,0.085925239
orf19.4535,PTR3,Ca21chr1,327.7723921,288.1784827,0.878756205,19.79375896,0.640804951,0.481570583,388940,386613,C,Contig19-10209,W,28729,31056,1.07613134,0.135804232
orf19.4534,,Ca21chr1,1844.357754,1902.824999,1.031700599,0.418762363,0.97570019,0.953738032,390816,389287,C,Contig19-10209,W,26853,28382,1.075163119,0.099370649
orf19.4533,,Ca21chr1,557.5638354,767.5218683,1.375740748,6.897149808,0.623866137,0.087394021,392780,391263,C,Contig19-10209,W,24889,26406,1.03724874,0.051497576
orf19.4532,,Ca21chr1,1381.178704,2229.786345,1.614408287,0.424783895,0.162854951,0.007882412,393312,394376,W,Contig19-10209,C,24357,23293,1.018757804,0.056119634
orf19.4531,,Ca21chr1,555.3760245,624.9330564,1.125543227,0.685730344,0.562899298,0.346512206,395603,399427,W,Contig19-10209,C,22066,18242,1.070230377,0.091076452
orf19.4530.1,,Ca21chr1,995.3708923,1893.898612,1.902706445,0.49977908,0.029385288,0.001732151,400609,401995,W,Contig19-10209,C,17060,15674,1.088526152,0.199128651
orf19.4529,,Ca21chr1,396.907965,444.5500663,1.12003312,0.371596725,0.777357461,0.753295865,402787,402281,C,Contig19-10209,W,14882,15388,0.994683551,0.050606905
orf19.4528,,Ca21chr1,1393.102956,2043.598492,1.46694003,0.56680475,0.487869935,0.348123165,403707,403162,C,Contig19-10209,W,13962,14507,1.028573182,0.085566112
orf19.4527,HGT1,Ca21chr1,13425.82167,15504.71494,1.154842908,0.463132954,0.470038669,0.286463045,406691,408328,W,Contig19-10209,C,10978,9341,1.085530303,0.172753929
orf19.4526,HSP30,Ca21chr1,5888.731668,5959.303694,1.011984249,0.322027536,0.995240306,0.982776611,411358,412386,W,Contig19-10209,C,6311,5283,1.000173302,0.081111438
orf19.4525,,Ca21chr1,971.867117,1173.169728,1.207129769,0.641045536,0.522769691,0.126976586,412836,413840,W,Contig19-10209,C,4833,3829,1.021728514,0.052097153
orf19.4524,ZCF24,Ca21chr1,224.5424201,163.2196159,0.72784306,0.353814535,0.756795483,0.129000909,416295,414112,C,Contig19-10209,W,1374,3557,1.047317924,0.101104388
orf19.4523,,Ca21chr1,279.5979046,413.5232523,1.478992673,0.675902247,0.416289621,0.162179228,416475,417098,W,Contig19-10209,C,1194,571,1.09215413,0.048546067
orf19.4522,,Ca21chr1,595.6369449,868.7641158,1.45854639,0.571323507,0.449806992,0.022782054,417544,417101,C,Contig19-10209,W,125,568,1.106412138,0.137061711
orf19.3661,,Ca21chr1,1420.0672,1339.004856,0.942916544,0.312384086,0.901607413,0.527347288,420516,418042,C,Contig19-10186,C,2656,182,1.005020891,0.041650934
orf19.3663,PHO91,Ca21chr1,1571.433322,971.8015644,0.618417308,0.234243868,0.186317444,0.05865572,423870,421288,C,Contig19-10186,C,6010,3428,1.036301963,0.088352001
orf19.3664,HSP31,Ca21chr1,275.7100399,240.2343056,0.871407287,11.91028594,0.518871992,0.411765763,427866,428861,W,Contig19-10186,W,10006,11001,0.985448138,0.059066791
orf19.3665,,Ca21chr1,704.7455016,647.788722,0.919181067,0.305366968,0.599806775,0.419996176,429394,430533,W,Contig19-10186,W,11534,12673,0.990936546,0.064602169
orf19.3666,,Ca21chr1,110.3581083,134.4064727,1.216075516,16.4855188,0.362500651,0.227394893,432017,430530,C,Contig19-10186,C,14157,12670,1.013662395,0.081456327
orf19.3667,,Ca21chr1,61.47083044,49.26608491,1,0.301106418,0.797110068,0.20136379,432248,433864,W,Contig19-10186,W,14388,16004,1.002592154,0.043948499
orf19.3668,HGT2,Ca21chr1,14181.74896,16952.04015,1.195341999,0.534715916,0.437405103,0.191563602,436072,434435,C,Contig19-10186,C,18212,16575,1.06267314,0.102043049
orf19.3669,SHA3,Ca21chr1,5948.283783,7280.618944,1.223986483,0.462983651,0.536605782,0.104063275,444259,442472,C,Contig19-10186,C,26399,24612,1.052631155,0.057136986
orf19.3670,GAL1,Ca21chr1,2007.69005,2108.672025,1.050297592,0.400238418,0.930917152,0.745629325,450824,449277,C,Contig19-10186,C,32964,31417,0.998400058,0.050208248
orf19.3671,,Ca21chr1,34.07852643,38.75472683,1,0.707350944,0.861161465,0.623129509,451648,451304,C,Contig19-10186,C,33788,33444,1.00902832,0.030327636
orf19.3672,GAL10,Ca21chr1,1910.477163,2067.73336,1.082312524,0.196721446,0.986736208,0.904183994,452186,454213,W,Contig19-10186,W,34326,36353,1.021876068,0.05939141
orf19.3673,,Ca21chr1,435.793308,490.8220783,1.126272637,0.418930179,0.571027399,0.376979986,454418,454924,W,Contig19-10186,W,36558,37064,1.105712405,0.039170527
orf19.3674,GAL102,Ca21chr1,1559.256761,1847.089723,1.184596258,0.203695208,0.85208179,0.181081307,455845,454883,C,Contig19-10186,C,37985,37023,1.053352022,0.06183004
orf19.3675,GAL7,Ca21chr1,3467.097342,4562.561162,1.315959926,0.146561139,0.683503819,0.007007707,456773,457933,W,Contig19-10186,W,38913,40073,1.006483078,0.056328269
orf19.3676,ABP140,Ca21chr1,539.8642844,561.9683141,1.040931042,0.435634882,0.984267976,0.862939745,458388,459326,W,Contig19-10186,W,40528,41466,1.003569844,0.059960313
orf19.3677,,Ca21chr1,1344.537805,1457.770855,1.084217082,0.394340364,0.64177778,0.046395021,460152,459316,C,Contig19-10186,C,42292,41456,1.033789195,0.040486256
orf19.3678,,Ca21chr1,1352.780918,1341.633911,0.991759932,0.332112416,0.724279226,0.574290366,461092,462807,W,Contig19-10186,W,43232,44947,1.028796995,0.035867542
orf19.3679,,Ca21chr1,993.5366299,1210.826706,1.218703638,0.490309832,0.788858174,0.094683324,463884,462874,C,Contig19-10186,C,46024,45014,1.030832211,0.040246586
orf19.3680,7-Sep,Ca21chr1,207.2242705,196.4825381,0.949009027,0.455747924,0.649136174,0.358129384,465662,467674,W,Contig19-10186,W,47802,49814,0.994765013,0.048524668
orf19.3681,,Ca21chr1,254.4923783,252.8051122,0.993374411,0.159401438,0.97491904,0.564401377,469144,471771,W,Contig19-10186,W,51284,53911,1.052021642,0.112498542
orf19.3682,CWH8,Ca21chr1,2945.352731,6206.271805,2.107140425,0.94298441,0.187849835,0.006458813,474954,475679,W,Contig19-10186,W,57094,57819,1.054542081,0.06735173
orf19.3683,AGE3,Ca21chr1,1957.298915,1916.257077,0.97903139,0.402584401,0.814306223,0.533804406,477070,475931,C,Contig19-10186,C,59210,58071,0.960920438,0.073332064
orf19.3684,,Ca21chr1,2531.783804,1604.596732,0.633781103,0.201894217,0.007374984,0.016409881,478218,477340,C,Contig19-10186,C,60360,59480,1.033820784,0.081113298
orf19.3685,PSY2,Ca21chr1,198.4356908,143.3673097,0.722720406,0.223617915,0.848792443,0.077748567,481603,478661,C,Contig19-10186,C,63745,60803,1.002987356,0.049050558
orf19.3686,,Ca21chr1,391.7446258,472.8133332,1.206942743,0.943857347,0.52401134,0.115869847,483625,482414,C,Contig19-10186,C,65767,64556,1.008380695,0.030461336
orf19.3687,,Ca21chr1,107.3261901,138.8733886,1.293481813,1.734750258,0.729739102,0.15728829,483733,484098,W,Contig19-10186,W,65875,66240,1.052533875,0.037219309
orf19.3688,,Ca21chr1,3197.867056,2504.861063,0.783291181,9.010655191,0.858148136,0.631433933,484574,484209,C,Contig19-10186,C,66716,66351,1.032133531,0.073015338
orf19.3689,,Ca21chr1,552.6447961,506.1205672,0.915815313,0.793273021,0.761728229,0.749994204,486512,484881,C,Contig19-10186,C,68656,67023,1.014459388,0.042666779
orf19.3690.2,,Ca21chr1,19324.29963,24455.38186,1.265524875,0.459138962,0.39696642,0.210880457,488232,487383,C,Contig19-10186,C,70376,69527,0.970156807,0.030784566
orf19.3691,,Ca21chr1,154.5881992,156.7000753,1.012569617,62.4781494,0.43728991,0.437489648,489369,490175,W,Contig19-10186,W,71513,72319,1.049033395,0.052725503
orf19.3693,PGA5,Ca21chr1,101.3200012,86.23969817,0.851161638,1.208543813,0.956465095,0.958090255,492214,490289,C,Contig19-10186,C,74358,72433,0.976265974,0.049709441
orf19.3694,,Ca21chr1,681.7271656,657.5177173,0.964488069,0.387735847,0.882659245,0.724082395,496257,492625,C,Contig19-10186,C,78401,74769,0.992595866,0.03252151
orf19.2925,,Ca21chr1,171.3094677,192.1569188,1.120604447,17.63325094,0.47122645,0.327459955,498993,498391,C,Contig19-10163,C,1734,1054,1.064739129,0.050558247
orf19.2926,,Ca21chr1,145.5682645,118.5395612,0.814958414,0.111240384,0.95391289,0.09874043,499258,501750,W,Contig19-10163,W,1921,4413,1.022275687,0.061025969
orf19.2927,MNN11,Ca21chr1,247.5526417,232.0251764,0.937991113,0.470337431,0.657428453,0.386494355,503425,502091,C,Contig19-10163,C,6088,4754,1.010295816,0.05848421
orf19.2928,,Ca21chr1,236.4977097,224.529515,0.949429674,3.493266076,0.933221579,0.843284455,505263,504190,C,Contig19-10163,C,7926,6853,1.028834905,0.07617183
orf19.2929,GSC1,Ca21chr1,5627.123289,5986.246994,1.063820124,0.283697955,0.737155762,0.181131242,511700,506007,C,Contig19-10163,C,14363,8670,1.038442937,0.07304653
orf19.2930,,Ca21chr1,1051.863764,918.3027249,0.873024394,0.223501637,0.602553026,0.238730236,517581,515635,C,Contig19-10163,C,20244,18298,1.000569227,0.030902687
orf19.2933,,Ca21chr1,978.3886807,977.5006242,0.999092327,0.140954081,0.945994131,0.912582667,519223,518222,C,Contig19-10163,C,21886,20885,1.016254616,0.024611187
orf19.2934,,Ca21chr1,105.0223567,34.63510616,0.335072295,0.497632932,0.471923509,0.360193931,520640,520110,C,Contig19-10163,C,23303,22773,1.019079545,0.088059346
orf19.2935,RPL10,Ca21chr1,25271.54871,21276.28647,0.841906712,0.431817923,0.867761573,0.517002362,521342,522004,W,Contig19-10163,W,24005,24667,1.015691986,0.067265733
orf19.2936,,Ca21chr1,3.772296108,11.02557098,1,1.110114392,0.81497188,0.422649731,522669,523139,W,Contig19-10163,W,25332,25802,1.044728599,0.06584237
orf19.2937,PMM1,Ca21chr1,3835.10298,5290.713055,1.379549149,0.442166228,0.343561484,0.092960677,524030,524788,W,Contig19-10163,W,26693,27451,0.998208226,0.076598179
orf19.2938,,Ca21chr1,584.8991647,431.9885027,0.738569191,0.569820849,0.677923556,0.585772962,526916,524895,C,Contig19-10163,C,29579,27558,0.979452626,0.050615953
orf19.2939,,Ca21chr1,400.7993904,582.9988133,1.45459007,0.110289025,0.219845177,0.013332987,527154,527780,W,Contig19-10163,W,29817,30443,0.977668087,0.076664643
orf19.2940,,Ca21chr1,93.90932898,129.3014396,1.377979282,1.000595932,0.775967861,0.615686536,528083,528814,W,Contig19-10163,W,30746,31477,0.998418566,0.080332146
orf19.2941,SCW4,Ca21chr1,576.8625042,132.129252,0.229048085,1.531285248,0.232308033,0.106680806,530226,531962,W,Contig19-10163,W,32889,34625,1.027803611,0.089330855
orf19.2942,DIP5,Ca21chr1,4311.029846,8027.932181,1.86218432,0.724685435,0.507322218,0.12520509,534217,532457,C,Contig19-10163,C,36879,35120,1.036574012,0.053946984
orf19.2943.5,,Ca21chr1,0,4.500924363,1,7.218479409,0.422649731,0.422649731,536985,537284,W,Contig19-10163,W,39647,39946,1.021720083,0.040037201
orf19.2945,PUT4,Ca21chr1,91.14071708,97.31557851,1,1.292001344,0.909256018,0.921267677,539136,537442,C,Contig19-10163,C,41798,40104,1.065783862,0.088200186
orf19.2946,HNM4,Ca21chr1,26.82750665,32.83055555,1,0.501296489,0.88040506,0.308529696,540058,541569,W,Contig19-10163,W,42720,44231,1.057622956,0.090692648
orf19.2947,SNZ1,Ca21chr1,7084.69136,5092.406021,0.718790101,0.216308156,0.219530685,0.051811428,542657,541779,C,Contig19-10163,C,45319,44441,1.033047554,0.043809712
orf19.2948,SNO1,Ca21chr1,882.294326,592.1969361,0.671201116,0.248321704,0.351880158,0.038044254,544113,544862,W,Contig19-10163,W,46775,47524,1.024421562,0.067333185
orf19.2949,,Ca21chr1,1284.554461,779.2882267,0.606660325,0.152271714,0.132939313,0.007145283,545079,549452,W,Contig19-10163,W,47726,52114,1.064265369,0.102403231
orf19.2951,HOM6,Ca21chr1,2623.174025,3698.267154,1.409844379,0.416877215,0.39989407,0.074005577,550630,549551,C,Contig19-10163,C,53292,52213,0.99547129,0.042207489
orf19.2952,EXG2,Ca21chr1,55.33557217,52.81479693,1,0.265585255,0.969982932,0.673562422,552433,550994,C,Contig19-10163,C,55095,53656,1.06220827,0.142148802
orf19.2953,,Ca21chr1,2166.177282,2734.278962,1.262260012,0.525376837,0.098594904,0.206170481,553430,552915,C,Contig19-10163,C,56092,55577,0.977514817,0.06513377
orf19.2954,,Ca21chr1,883.1594237,1427.127086,1.615933712,0.770641008,0.108375159,0.194422374,553815,554417,W,Contig19-10163,W,56477,57079,0.993308475,0.043783077
orf19.2956,MGM101,Ca21chr1,1592.894139,1804.076962,1.132578065,0.33189605,0.438889849,0.413144464,555461,554634,C,Contig19-10163,C,58123,57296,1.095360527,0.135084155
orf19.2957,,Ca21chr1,18.82248534,10.66868992,1,1.046226755,0.875758428,0.717301911,558158,555732,C,Contig19-10163,C,60820,58394,1.051426687,0.052303277
orf19.2958,,Ca21chr1,322.8879115,352.1903003,1.090750963,0.328849885,0.470991072,0.535140221,561509,558981,C,Contig19-10163,C,64171,61643,0.999821034,0.050293318
orf19.2959.1,,Ca21chr1,26241.69154,33942.41094,1.293453621,0.268842707,0.712099855,0.285380327,564488,564315,C,Contig19-10163,C,67150,66977,1.0020353,0.086564034
orf19.2960,FRS2,Ca21chr1,1715.168599,1985.357877,1.157529282,0.33241747,0.702415569,0.47866909,565743,567233,W,Contig19-10163,W,68405,69895,1.044777058,0.080503784
orf19.2961,,Ca21chr1,288.130883,212.7721605,0.738029722,34.63321476,0.733866166,0.686452445,567502,568695,W,Contig19-10163,W,70164,71357,1.046831623,0.090085961
orf19.2962,,Ca21chr1,206.3325016,103.6116937,0.50256067,0.483407897,0.732161168,0.214830891,574280,575167,W,Contig19-10163,W,76942,77829,1.056148964,0.05483056
orf19.2963,,Ca21chr1,386.6690795,392.2047767,1.014316369,0.156773096,0.940250948,0.863871106,576458,575538,C,Contig19-10163,C,79120,78200,1.077867235,0.040732427
orf19.2964,,Ca21chr1,1425.635454,1271.532598,0.891905848,0.231310988,0.616897793,0.386839621,579105,576718,C,Contig19-10163,C,81767,79380,1.051055159,0.082804283
orf19.2965,,Ca21chr1,1061.478765,1338.83686,1.261294059,0.289983757,0.259947949,0.056665403,579810,580862,W,Contig19-10163,W,82472,83524,1.024736422,0.103295042
orf19.2966,,Ca21chr1,1651.876737,2488.483596,1.506458405,0.53159125,0.065487725,0.035307178,581904,582662,W,Contig19-10163,W,84566,85324,1.003085404,0.041579416
orf19.2967,TIF34,Ca21chr1,5304.903907,5151.481608,0.971079156,0.268071155,0.8754197,0.550544971,582959,584011,W,Contig19-10163,W,85621,86673,1.075950056,0.128087923
orf19.2968,,Ca21chr1,0,32.74968287,1,56.1467644,0.422649731,0.422649731,584392,584994,W,Contig19-10163,W,87054,87656,1.008311342,0.085487503
orf19.2969,RAD16,Ca21chr1,1680.521294,1362.430506,0.810818153,0.437911117,0.577314772,0.210749309,585974,588532,W,Contig19-10163,W,88636,91194,1.073724905,0.096419107
orf19.2970,LYS2,Ca21chr1,1248.644252,1280.87151,1.0258098,0.21533511,0.80778689,0.574873352,588960,593174,W,Contig19-10163,W,91622,95836,1.027371006,0.055313674
orf19.2971,,Ca21chr1,406.0738394,272.338639,0.670662851,0.336742646,0.488953084,0.077893052,593755,595524,W,Contig19-10163,W,96417,98186,1.008342946,0.047749876
orf19.2972,PDE2,Ca21chr1,1435.558744,696.7907011,0.485379441,0.251174557,0.050017006,0.016191036,598075,599790,W,Contig19-10163,W,100737,102452,1.007574507,0.048313807
orf19.2973,,Ca21chr1,318.647,251.0020212,0.787822839,0.464848232,0.728176933,0.229001261,600742,602781,W,Contig19-10163,W,103404,105443,0.996959734,0.048830937
orf19.2974,YKT6,Ca21chr1,504.3083394,600.6897167,1.19111597,0.507492297,0.679436483,0.623158652,603791,603189,C,Contig19-10163,C,106453,105851,0.967360141,0.06539925
orf19.2975,YPT7,Ca21chr1,177.227934,230.283897,1.29908443,0.610639045,0.802560924,0.100820074,604735,605601,W,Contig19-10163,W,107397,108263,1.014340247,0.048474296
orf19.2977,,Ca21chr1,707.6609394,715.1839493,1.010392846,43.55851148,0.533006166,0.348037164,606542,605784,C,Contig19-10163,C,109204,108446,1.02218108,0.100335758
orf19.2978,,Ca21chr1,1179.806295,928.9279005,0.787356285,0.332401646,0.354491114,0.417709447,607584,607210,C,Contig19-10163,C,110246,109872,0.949062996,0.153413802
orf19.2980,,Ca21chr1,620.333659,568.9100201,0.917103259,0.531736844,0.725423059,0.643334191,610046,607869,C,Contig19-10163,C,112708,110531,1.032382633,0.100735358
orf19.2982,,Ca21chr1,166.7478152,156.446036,0.937282579,5.230434229,0.752017097,0.509112935,611697,610267,C,Contig19-10163,C,114359,112929,1.01217471,0.051114199
orf19.2983,CDC73,Ca21chr1,676.1487295,771.0874352,1.14041098,0.34828427,0.956102055,0.895727782,611996,613108,W,Contig19-10163,W,114658,115770,1.049638449,0.098789767
orf19.2984,,Ca21chr1,133.7862323,215.5195734,1.608920562,8.999959169,0.369410409,0.114127503,614535,613168,C,Contig19-10163,C,117197,115830,1.032925957,0.061813464
orf19.2985,,Ca21chr1,216.9347642,420.7551625,1.93954696,0.440911363,0.097545702,0.048341813,615281,614763,C,Contig19-10163,C,117943,117425,1.035057641,0.091433232
orf19.2986,,Ca21chr1,69.85996734,165.0255631,2.362233614,0.607760489,0.525891362,0.062028734,615529,615906,W,Contig19-10163,W,118191,118568,0.978926689,0.052045449
orf19.2987,,Ca21chr1,706.0833987,686.7856566,0.972669316,0.419278232,0.859092927,0.671253291,617788,616001,C,Contig19-10163,C,120450,118663,1.110883466,0.155475802
orf19.2988,,Ca21chr1,2112.805343,2693.48545,1.274838432,0.4113374,0.426044989,0.255017637,618441,619706,W,Contig19-10163,W,121103,122368,1.042410708,0.071046456
orf19.2989,,Ca21chr1,2085.84695,2244.630744,1.076124374,0.427443974,0.684617588,0.233400653,620165,621193,W,Contig19-10163,W,122827,123855,1.102268882,0.141350368
orf19.2990,XOG1,Ca21chr1,1421.338542,1090.763659,0.767420025,0.207380855,0.45675566,0.032918431,623597,622281,C,Contig19-10163,C,126259,124943,1.021433014,0.070481468
orf19.2991,HOL1,Ca21chr1,601.929026,813.2478913,1.351069405,0.67937512,0.445211216,0.0727209,628105,629865,W,Contig19-10163,W,130767,132527,1.035250279,0.053016169
orf19.2992,RPP1A,Ca21chr1,26639.29487,23528.72444,0.883233755,0.259157538,0.413072517,0.343919734,630252,630572,W,Contig19-10163,W,132914,133234,0.99867235,0.018500453
orf19.2994,RPL13,Ca21chr1,20270.0219,25094.19754,1.237995581,0.4247204,0.548014828,0.328326408,631681,631073,C,Contig19-10163,C,134343,133735,1.019375987,0.07847106
orf19.2994.1,RPS16A,Ca21chr1,17059.36101,17239.74047,1.010573635,0.373257309,0.764109641,0.702476332,632142,632897,W,Contig19-10163,W,134804,135559,0.999889983,0.069746517
